ID,TITLE,BODY,CAT,CLASS
20130424090715AAcLFce,I faint from a erection?,When ever i'm beginning to get an erection i feel faint but once i have a full on erection i faint why?,Local Businesses,Particulares
20130427005342AAvu3nU,Are any well-known products made in the Orlando or Tampa areas?,"I know Central Florida has alot of theme parks, NASA, and military stuff, but I was wondering if anything well-known is manufactured in this region? Thanks for any insight!",Local Businesses,Particulares
20130608192858AAFbiYs,"How old do you have to be to work at woolworths, or coles?","I am only 15 and I want to get a part-time job at a supermarket, how old do you have to be to apply? Do you think it matters if it you have no previous work experience? im from Sydney Australia",Local Businesses,Particulares
20130616204328AAKgNhA,At What Age Children Go To Kindergarten?,"In Melbourne, at what age do children go to kindergarten? Is it compulsory? Is ""preschool"" the same as kindergarten? Can you give me more information: do Australian parents prefer to take their kids to dance classes at early age (0-5 yrs) ? So is it optional or not?",Local Businesses,Particulares
20130809031040AASNPCs,I REALLY need help to find a villa holiday for the last 2 weeks in October. Websites?,"My budget is ¶œ1500 for 2 weeks in a villa for 5 people (not including flights) with private pool and short walk to beach, bars etc. Because I want to go in October, I am thinking about going to the Canary Islands (preferably lanzarote or feurteventura) Does anyone have any websites? So far I have tried.. - villaplus.com - holidaylettings.com - jamesvillaholidays.com - ownersdirect.com - homeaway.co.uk so far no luck :(",Travel,Particulares
20130830105402AALWGoU,I live in egypt and i want when i grow up to work in the police in orleans or new york?,Is that possible or do i have to be born in us to do that?,Local Businesses,Particulares
20130903214654AAxuW8l,What kind of REAL job can a 13 year old girl get?,"I want/need some money for stuff id like to get but I don't have a job and my parents wont give me an allowance. I want to know if any place like McDonalds or somewhere would hire me. I live in Alberta, Canada. I've tried getting a paper route but its not for me. Any suggestions???",Local Businesses,Particulares
20140224121902AASUtkn,Moving to colorado to get a job in the marijuana business?,"I'm thinking about moving to denver in the next month to be in my dream job of the mmm business!! i guess i have some questions that need answered! what do dispensrys look for in a new employee, i get the loyalty is a must hard work ethic but i guess my question is, is there anything i can do to make them want me more? i don't have much experience, yea i know the basics but I'm from nebraska so i don't exactly know everything i could, but are there any courses i could take to make dispensaries want to hire me i.e. http://www.cannabisuniversitycolorado.com http://thcuniversity.org http://cannabistraininguniversity.com or do they not even look at places like this? wheres the best place to find a job in the industry? Any info will help me on my way into the industry will be forever grateful!!!",Local Businesses,Particulares
20140319150328AAtvNex,Where to buy Essential Oils / fragrance oil to use for making perfume?,"I am interested and doing research into making my own perfumes, which I will apparently need essential oils for - Aside from purchasing online, where else can I get good quality oils that won't cost me an arm and a leg? I understand a lot of people are currently using 'essential oils' as a homeopathic remedy for a variety of ailments, and want to make sure I am buying the right thing to make perfume, as I want a high quality oil for the fragrance that is also safe for the skin but not the synthetic chemicals that are bad for you without spending tons of money- anyone with tips on exactly what and where to purchase, please help I appreciate it! thanks!",Local Businesses,Particulares
20140325035717AAoH2Zl,Miami Beach Real Estate?,my friend wanted to own a house in Miami beach where can she get further information about Miami Beach Real Estate?,Local Businesses,Particulares
20140327174348AAU6jHX,Where in dallas can i find bottles for invitations ? need help !!?,so my 15 is coming up and i wanted to get bottles for invitations but i want to buy the bottles by store and not order them . Can someone please tell me where can i buy them !,Local Businesses,Particulares
20140411104757AAgGMcU,"Does anyone know a quiet place to study in Houston, TX that is in an Environmentally Friendly and clean environment?","I am searching for a quiet place to study, such as a place that isn't frequented by phone addicts, which is also in a building or in an area that is environmentally clean, away from heavy traffic, smog, air quality in the building is decent, the building has been inspected recently and is in good shape, and the interior of the building is not made from flimsy plaster with carelessly speckled paint as the result of a cheap-painting job. I am looking for a place where the owners clearly respect the environment and care about their patrons. I can no longer study in my current home and am moving soon, due to the allergies I am getting living close to the highway, certain materials in the walls that were placed in the 1970's which may have some traces of lead, and the frequency of construction, leaf-blowers, and diesel-fuel trucks which not only unabashedly pollute the air in my area, but cause noise pollution as well. If I owned the property, I would have torn the building down in the early Millennium. I would like to study in a clean place, so I can live a happier longer life. I am a creative writer/novelist and environmental conditions are highly important to me.",Local Businesses,Particulares
20140415004710AAL7zSK,How should i go to New-zealand?,"I am 19 year old girl. I live in india. I'm 12th passed in science and i want to go NZ to learn English. What are the requirements and success to get admission there. Pardon me, but i've to go there, i can't live here i'm so troubled and everybody hates me here.",Travel,Particulares
20140424093703AArIsmZ,Ok now does a state quarter in that state give more money than a state quarter not in that state?,if i have new york quarter and buy with it in new york will it take less than if i use new york quarter to buy in louisianna?,Local Businesses,Particulares
20140519184044AAiyA0o,"What can 18+ do for fun in Cleveland, OH?",I'm looking for mostly night clubs that admit 18 and older guys and females. I'm also looking for anything that is fun to do in Cleveland.,Dining Out,Particulares
20140604110040AAhQ1St,Is there a Bali total fitness gym near you?,"I may wish to join one. Also, what is your opinion of it's gym equipment?",Dining Out,Particulares
20140613030112AA7N3Gk,Restaurant Paris?,"Hello! Bonjour! I have lived in Paris off and on for many years, I'm back again after about a year away. I'm looking for a restaurant to take my dear friend to dinner. Recommendations are appreciated. Si vous voulez m'Ç¸crire en franÇõais c'est d'accord aussi. -Somewhere chic: modern or more old world Paris either would be great (eg I love Drouant, L'Arpege etc) -Great view a bonus (like maybe Kong? or something in Tour Montparnasse) -Something with a vegan or vegetarian option would be wonderful (I'm Vegan) -Something not too spicy or ethnic would also be great (my friend is picky) traditional french food would be great. I think this is maybe impossible? trendy, some vegetarian option, and also beautifully french? merci bien!!",Dining Out,Particulares
20140622120552AAblWIv,What hotels/apartments will allow two 17 year olds to stay in alone in San Antonio Ibiza or Magaluf Mallorca?,Myself and a friend would like to go to either Magaluf or San Antonio at the end of august this year. But we cannot find any hotels that specify the age restrictions. Anyone know of any hotels or apartments where we would be able to book? We can get written consent from both of our parents if the hotels would accept this. Would appreciate any help!:-)x,Travel,Particulares
20140802035549AAGzydJ,Where do you find bean boozled jelly beans at melbourne?,i can't find it at woolworth and coles. does anyone know where i can find those jelly beans? the one that has two flavours ( a good and bad taste)? i'm from melbourne btw.,Dining Out,Particulares
20140813021053AAieWzv,Why am I getting mileage of 12 on Tata Indica Vista tdi 2010 model?,i bought vista tdi 2010 model before 6 months and i m facing low mileage of 12 with ac on highway and 15 without ac on highway during 270km traveling all filters r in good condition odo clocked 63500 i also notice some more issues as below 1.engine friction (can we fix it with engine flush didnt flush before) 2.if i press the clutch while the car start in neutral some extra noise in cabin disappears and when i release the clutch the noise comes again maybe (clutch release baring is faulty and can it effect on mileage) 3.lower pickup with 5 passengers there is no black smoke 4.while going over the speed breakers some kind of big noice comes may be suspension is clueprint 5.clutch is also hard spc. releasing the clutch in bumper to bumper traffic gives me lots of pain in my foot 6.hard steering.as i can see there is no movement in steering oil which car is start a mechanic told me that steering pump is faulty ? mainly i want to sort out mileage issue because other things can be ratified easily plz help me,Cars & Transportation,Particulares
20140814114557AAGgtrm,Were to bye a cheap pistol?,"Something cheap I only need to fire on shot I live in denver ,co if any one knows some cheap gun stores",Local Businesses,Particulares
20140818082127AAtyLg2,What does the cow say?,Is it oink?,Entertainment & Music,Particulares
20140820213515AAkG8gx,"Where can I buy coconut oil in Vancouver, BC, Canada?","If any of you guys live in Vancouver, please tell me which stores I can go to to buy coconut oil? I've never seen it at any grocery store. I want to try it as a healthy cooking oil! Anyone know where to buy some? And are there different kinds?",Local Businesses,Particulares
20140918021151AAYsUdW,My high blood pressure is 206 - 131?,Should I go to the ER ?,Cars & Transportation,Particulares
20141110212830AAzJy8U,Is there any job at the age of 13?,i am in India,Local Businesses,Particulares
20141110221318AAleF7D,"I'm 24 years old and lack job experience, how can I become employed?","I'm 24 years old and currently in college, but I've never had a job. The reason why is because of my Social Security Income, as a teen I was told by someone that if I got a job that my disability income would be completely cut off including medical. By the time I found out the truth that I could work and still receive SSI and it doesn't affect my Medical Card as well years later (around age 23) I started to search for employment. Unfortunately I kept on and keep on getting those lovely ""We're sorry but we aren't able to hire you at this time"" E-mails. I do have a resume, and yes I did list skills even though I lack experience. Also I always write ""Willing to learn"" on all applications but yet nothing. Even McDonald's has rejected my application. I need help. The check was given to me as a child it wasn't like I wanted to have it forever. Can a real human being answer this please? I'm tired of the trolls. I switched the category because I'm hoping someone with actual experience and a brain can help me out with the question above instead of insulting me, making assumptions, and just downright being an ***.",Local Businesses,Particulares
20150119111544AAGo88J,How do I claim income if I'm a pizza delivery guy?,"I live in Canada, as a part of a plan to buy a house I got a side job working weekends as a pizza delivery driver which increased my income over 10,000 this year but I never got receipts or anything cuz I guess most dont do but I want to so that I can claim income and look better with the bank, I live in Alberta Any advice or good knowledge will be appreciated Thanks",Business & Finance,Particulares
20150912014120AAAa8Cj,Is this Global Warming quiz found on Yahoo really based on science?,http://www.csmonitor.com/Environment/201...,Environment,Particulares
20150912044913AArW429,Help For A Type One Brittle Diabetic?,"Hi I'm a type one very brittle Diabetic on an Insulin Pump. Recently I've been drinking diet pop because it is one of the few beverages I can drink with zero carbs which means I don't have to give Insulin for it or worry about it hiking my sugars. However the fizz in the pop had started giving me lots of gas and had me going to the bathroom all night long to get rid of the gas (sorry for the details) So I quit drinking the pop and started with bottled water. But the bottled water to me has no flavor and I've never been a pure water drinker. And I can't drink tea yet because here in Israel it is still broiling blazing hot here still. So what is something I can drink with 0 carbs? Also I need a 0 carb alternative for my bedtime snack. Currently I eat 2 hard boiled eggs and slice them up and put Mayo on it. And don't worry I'm also on Lipitor and my LDL levels are in the 70's. But I think the Mayo has been putting too much weight on me and I've tried low fat mayo and it has no flavor whatsoever. So what's a zero carb alternative to eggs for a bedtime snack? I don't want to hike my blood sugar levels just before sleep. @ckngbbbls most flavored bottled waters have carbs that I've seen, and meat although having zero carbs have protein in it and the protein of the meat hikes my sugar like two hours after I've eaten it",Health,Particulares
20150912212324AAQaRXs,Magic the gathering blocking/attacking?,"Ok so i was playing magic the gathering with my brother and i was attacking him with several creatures and so he blocked with the same amount of creatures then he played a instant card that said something like "" player loses number of live = to number of attacking creatures"" and so he said i lost life...and i said his creatures are blocking not attacking....its late at night...im not thinking straight....so do his blocking creatures count as attacking?can he play that card?",Games & Recreation,Particulares
20150915080939AAipZb9,Were the soldiers really spit on and called cruel names during the Vietnam War?,"It seems horrible to me. Why did the public hate Vietnam soldiers just for fighting yet have no issue with WW2 bombings (Dresden, atokyo, Atomic Bombs)? Our brave soldiers were protecting us from the Viet Cong.",Politics & Government,Particulares
20150916101252AAkS9nS,Can you reserve a pets spot on a plane online?,"I'm flying southwest, I know it is $95 more but do I pay this as I am checking in? I think it is also saying only 6 people can bring a oet on the entire plane... Is this right? If so how early should I arrive to secure a spot... This dog flying thing is SUCH A HASSLE!!! ???????????? Please help",Travel,Particulares
20150916145841AAfoUxM,Can a mans penis still grow after 18?,"Im 17, and have a small penis. I heard it stops at 16, but i dont remember my penis growing ever....Its 4.8 inches and onlyy 4.3 inches in grith. Will it grow in girth atleast? and is there a chance for it to reach the 5 inch mark? im so embarrassed of it and have been avoiding sex with my gf.",Health,Particulares
20150917072414AAIS9fz,"Tax lax, which party gets to claim the mortgage interest?","In divorce I received the house, both equity and debt. I made the joint mortgage payments (4months) until I could get the loan refinanced into my sole name. These payments were all made after the divorce was finalized. Who gets to claim the mortgage interest for those 4 months? Me, since I made the payments and have the proof of payment or my ex who was the primary on the joint loan? What if we both unknowingly claim that interest, who does the IRS side with?",Business & Finance,Particulares
20150919191217AAhX2Oc,Are there any articles that detail U.S.'s involvement in fighting ISIS?,"I need to find a source for a research paper that I am writing that explains the United State's involvement in fighting ISIS. I know that we are giving monetary aid to groups and people to train the groups of militia (like the peshmerga), but I can't find any sources explaining exactly what we are doing. I would love to find a source that tells how U.S. soldiers are preparing foreign groups to fight, but I can't find any! PLEASE HELP!",Education & Reference,Particulares
20150920073935AAR3ZM5,What is causing the funnel like holes around my house?,"In the dirt around my house there are funnel like holes, is it termites? Spiders? another type of bug?",Home & Garden,Particulares
20150920141749AAgVGE9,"In Islam, is the punishment for an adulterer to be stoned to death?","If so, where in the Qur'an or other authentic Islamic source does it mention this? Don't tell me that so and so said this or that, I want reliable sources, not rubbish, plain and simply.",Society & Culture,Particulares
20150920164042AAyNRBm,How old should my child be to play the game Uncharted 4: A Theif's End?,I searched around the internet but couldn't find any parental guides. What kind of things are on that game? I'm more concerned about any sex or nutity in the game.,Games & Recreation,Particulares
20150920173233AAYYFoN,Pantry moths?,"Recently I've noticed pantry moths around my apartment, I've killed many of them but keep finding them all over the place. How'd they get in here??? How do I get rid of them???",Home & Garden,Particulares
20150920180041AAeWUen,"Since GOP won majority Congress, what legislation have they passed/presented to Obama to support your allegiance to the GOP?","Easy question. Should be some easy, quick answers to support voters of GOP.",News & Events,Particulares
20150920182730AABixHN,Is there anything that could be applied to a roof to make sure it does not leak?,"I live in a house in San Diego. My roof was installed about twenty years ago. The roof seemed to be in good shape and I am not experiencing any leaks or structural damage. However, there is section about 10x6 feet which look a little worn out although it is no leaking. I was thinking about applying some sort of spray sealer over the area to help maintain the integrity of the roof.",Home & Garden,Particulares
20150920202920AAiJWUS,How does google maps show someones house?,It looks like someone just took a photo on front of our houses and put it on google maps. How???,Computers & Internet,Particulares
20150921110548AAeu0yf,Are there any lizards on the smaller side that don't eat crickets?,So I want to get a smaller lizard but the only thing that is keeping me from getting one is the crickets. I hate crickets!! Plus my parents don't want any more bugs in the house. Anyone have suggestions on what type of lizard I should get?,Pets,Particulares
20150921120605AApCfer,What would you names 3 girls with these first initials?,"L, I, and R Middle names are your choice.",Pregnancy & Parenting,Particulares
20150921142556AAjihan,Are there professional cross breeders out there?,"Again, I'm just curious. But are there people out there who purposely crossbreed horses as a living? Not just any random horses, say, the person crossbreeds arabians and saddlebreds because he thinks a combination of the breeds are better show horses than purebred of either breed.",Pets,Particulares
20150921231414AAaKyPw,What evidences do (or do not) support a personal stewardship responsibility toward a balanced carbon cycle?,Interesting thought question from my bio class. Input? Opinions?,Environment,Particulares
20150924091034AApFjIp,What if our sun did not turn into a red giant or anything like a black hole?,What it would happend if it stay the same forever?!?,Science & Mathematics,Particulares
20150925083038AA7tDTt,"What does ""120 degrees in the shade"" mean?",ƒ??The weather is often said to be capricious. One minute itƒ??s snowing; the next minute itƒ??s 120 degrees in the shade.ƒ?,Education & Reference,Particulares
20150925095005AAQA1Uv,HELP! What law rights do I have when renting a house?,"Lately my children have heard some knocks on our window downstairs leading to the backyard when they went downstairs at night. Just last night it happened again, and was able to spot the person just before they ran away. Can I call the cops? I'm afraid the police won't be able to help. Or is their anything I can do? THANKS FOR YOUR HELP!",Education & Reference,Particulares
20150925133728AA0Pajz,I need help figuring out what breed my cat is.?,"I got my cat microchipped today. When I went to the website to register the number, but it asks for his breed. I called my vet and they just said he is a domestic short hair dark tiger, but thats not an option. Is there another name that is used for the actual breed, or what should i put down? (I cant upload a picture for some reason) I was able to add a picture in the answers",Pets,Particulares
20150925161011AA1nhuU,True or false?,Those born in 2000 lived in the 1990s.,Science & Mathematics,Particulares
20150925174327AAN1ylx,Do i have to take the test again if i lost my drivers permit?,I just passed my permit test today and lost it at the insurance agency where i was trying to insure my car. They are closed now. What do i do???,Cars & Transportation,Particulares
20150925193829AAxLBSm,License Suspension from Insurance Company in Flordia?,"Hi All! Quick question. I live in Florida with my boyfriend and his grandmother. They go through ""Foremost"" for their car insurance. Recently, their contract with them ended, and they were restarting one with them. We're all struggling really hard right now and they cant afford the initial payment right this second. So the Agent told his gma (supposedly), that if she does NOT pay it by the 30th, BOTH of their licenses will be SUSPENDED. She has a really hard time hearing people, and Im wondering if she got this mixed up somehow. Is this true? To my understanding, the State of Flordia and their insurance company are two totally different horses. I know that insurance companies can put a referall into the state to have your license suspeneded when you were in an accident with no insurance... but thats not the case! They just cant afford the 200$ within these 5 days! Anyone???",Cars & Transportation,Particulares
20150926051121AAsEVnt,Can someone help me with this maths problem?,"I have two blue dice and one red die. I use the blue dice to play a simple game: if I roll a double six, I win. Otherwise, I lose. I also roll the red die. If I roll a one, I'll lie about whether I've won or lost the game; if I roll any other number, I'll tell the truth. I roll all three dice. I turn to you and say ƒ??I won!ƒ?. What is the probability that I did in fact win the game? Please give full answers",Science & Mathematics,Particulares
20150926055302AAusdjb,How to balance the following equation: H2 + N2 ---> NH4?,"Plz give solution to balance this equation. Sorry, The correct eq. is: H2 + N2 ---> NH3",Science & Mathematics,Particulares
20150926094107AAuyl0V,How to unlock 2007 jeep liberty QUICK?,"someone locked the keys inside, we already tried the wire thing and can't call a locksmith called police, they said only if it's a business they'll unlock it",Cars & Transportation,Particulares
20150926124826AApm3MP,Does anything still run off of AC?,"Now that incandescent bulbs are being replaced with LEDs, is there anything left that isn t powered by DC and needs to have an inverter built into it to run? Also, if there is anything that still runs off of AC, can it run off of DC?",Home & Garden,Particulares
20150926132332AA1NUJw,Courier Delivery of Shipment - procedure?,"Suppose at my workplace, if I receive a shipment or delivery of a bunch of boxes (for example, from a courier service like Federal Express), what (and how) is supposed step-by-step procedure to accept/ decline them before I sign, or not sign my name? Besides counting the number of boxes and comparing the shipping ID # of each box to match what is on the shipping document? .........",Business & Finance,Particulares
20150926132930AAcLXqL,Have I over drafted my account?,"So I just recently noticed that there is a - sign in front of my checking account balance, but it's not in red. Does that mean I have negative that much money? Or does it mean something else? ex. : -$134.32 (in green color) I have wells fargo and it's a debit card",Business & Finance,Particulares
20150926164623AAZZCUB,"Where to get cute, affordable bedding sets online?","I am trying to find affordable bedding sets, maybe $45 or less, preferably. And this is for a Twin bed.",Home & Garden,Particulares
20150926215714AAGFpGn,Is there no way I can make this work without having to trace my drawing over again using Gimp?,"Ok, so I just got a new scanner, and I ve noticed that everytime I scan a new drawing, there s always ugly smudges left from the ballpoint pen I use, plus the lines look really bad close up. I don t have the money to by expensive drawing pens, so basically I have to resort to drawing the whole thing over on my computer( my mouse is a pain), but it takes a lot longer and I have little experience with the tools on Gimp.",Arts & Humanities,Particulares
20150928032916AAYquOl,Name a job that requires wearing a suit?,"An undertaker, lol.",Environment,Particulares
20150930042017AAGsovT,Is there a way to change your YA nickname yet?,"Or is YA still ""working on it""?",Yahoo Products,Particulares
20151001080936AApPajm,Are trade school jobs considered professional?,are they considered careers?,Business & Finance,Particulares
20151002064417AAlUcmK,If my ex bought me a gift can he demand it back?,my ex bought be a plushy and eyeshadow and is now demanding it back and threatening to call the cops can he legally do this??????,Politics & Government,Particulares
20151002122031AAghVJ8,Which uses more internet data ethernet cable or wirless wifi? or does it matter?,i have comcast internet and i keep going over my limit i didn't use to but the past 3 months i have been and the only difference is i have been using a wifi connection. i went from a 149.00 bill to a 229.00 bill,Computers & Internet,Particulares
20151006180649AAV53kW,Soooo my birthday is October 8th..it's October 6th here???????? .. I'll be 18!?,I'm gonna get a belly ring and a wrist tat. I know the tattoo shops take debit cards but run them as credit. I wanted to know do you have to put in you're PIN number or do they just swipe it like fast food restaurants do?,Beauty & Style,Particulares
20151007122530AA8DMjv,Just bought a Nikon D5200 and a 32gb sd memory card which is only allowing me to take 40 photos at most? why is this?,"i am shooting in RAW but i still think 40 photos is a bit ridiculous for a 32gb thank you guys. i did have a **** brand sd card, and i also dropped the image size in the camera to medium instead of large, but still shoowing NEF (RAW), now i manage to get 300+ photos but def going to pick up a few sandisk cards",Consumer Electronics,Particulares
20151007124859AAJdaAa,Google+ URL?,Google is offering me a custom URL for my page. Does this cost me anything or is it free?,Computers & Internet,Particulares
20151007145741AAYa6Hq,Need help in proving a mechanic wrong?,"Ok so I work at a Toyota dealership and of course I am freinds with the mechanics there. However they think they know it all and are so cocky when it comes to cars. The main thing I'm trying to tell them they are wrong about is how brake fluid can be contaminated by air. I have my reasons why I know that your lines can be contaminated but please anyone out there with facts to throw at these guys is what I'm looking for. They're biggest thing ( and only thing) is that it's at closed system so how does moisture get into a "" closed"" system. Thank you everyone haha.",Cars & Transportation,Particulares
20151008110812AAVgXTD,Is this date on the photo the date from when the CAMERA took the picture or from when the photo was DEVELOPED at Kodak?,"http://tinypic.com/r/5fmddg/8 There is an old photograph that has this date at the back of it. I want to know because on most of our old photos the date is in yellow font on the front corner of the picture, so is this date on the back from when the photo-place itself developed it, or is it from the camera itself? The dates don t match up with other photos so I need to know. Pic is in the link.",Arts & Humanities,Particulares
20151008121744AAWJEVl,Legal/Financial help. My employer is disabled and consistently asks me to buy things with my paycheck.?,Employer repays me through my paychecks and claims that it will benefit me with my tax returns. Is this legal and/or hurting me with taxes?,Business & Finance,Particulares
20151008130433AAHfuq1,Can my shift leader force me to work over my schedule?,"I started working at McDonald's lately, and I placed in my schedule that I can work between 5-10, and they agreed on it. However, when I'm working, the shift leaders want me to stay until midnight!. I have school the next morning, so I can't just get 5 hours of sleep. I stayed a bit late (11:30 pm) because it was really busy, and then I decided to ask my shift leader that I really couldn't stay any longer and he got angry at me. He told me he will not work with me anymore unless I stay until midnight. A customer overheard our conversation and he asked for my managers numbers because I should not be working over my designated schedule. Right now, I'm not sure if I should talk to my manager about it, because all the shift leaders seem to be wanting me to stay until midnight. Or just quit all together",Business & Finance,Particulares
20151009064222AAoDpF7,"How does one make lace, ive heard its worth many times its weight in gold.?","Would one simply use a special spinning wheel, turn it on and let it spin turning thread into the expensive kind of lace that is worth its weight in gold. I am not talking about that cheap lace that's made in factories, I am talking about the real and expensive kind of lace that is considered a treasure. I heard that they spun this stuff in the potato blight in Ireland, and it kept them fed as it allowed them to buy gold and food. I wonder If I could spin this stuff and it would be just like spinning straw into gold, and I could supply the cuuuuute guy I have a crush on with gold, lace and jewels enough to make him like me. It worked for the girl who had Rumpelstiltskin spin gold for her. She got the attention of a king and became queen. I want to live like a queen, and have all the luxuries of the world, how does a 7th grade girl make fine lace. Is there some sort of secret method, else everyone would be making the stuff and living like kings and queens.",Games & Recreation,Particulares
20151009100521AANxiw5,What Candy/Lollies do they not have in Australia?,"I have an Australian Pen Pal, and I wanted to send her some Candy/Lollies. What candy do they not have in AUS? (I'm from America) I know they have M&Ms, but I didn't want to end up sending her something that they already have over there xD",Travel,Particulares
20151011022808AAR79gj,"If I miss a credit card payment b one day, how much would it affect my credit?",how long do late payments stay on my credit?,Business & Finance,Particulares
20151012184512AANcFMt,Photography pros: can anyone tell me which lens is on this camera? http://i.imgur.com/fGLh4Pb.jpg?,I'm trying to find a lens that will allow me to take photos like this: http://i.imgur.com/BK5vPRw.jpg,Arts & Humanities,Particulares
20151013013049AAP1r0S,Are there any helicopters out there that you do not need hearing protection when riding it?,what about passengers?,Cars & Transportation,Particulares
20151013043826AAdo3Xo,For an Electric car how much would it cost me if i had to have wireless charging for the car?,i.e What is the cost of inductive wireless charging plates and what specification of inductive plates do i need?,Science & Mathematics,Particulares
